id_transaccion,fecha,id_cliente,tipo_operacion,importe,moneda,pais_destino,saldo_posterior,canal,referencia
92,2023-09-17,1139,TRANSF,993.87,BRL,MX,15682.82,telefono,TR-132057
93,11/06/2024,1156,Retiro,1179.65,COP,ES,9357.96,app,OP-784306
94,11-10-2024,1337,pago,2358.17,BRL,GB,16400.15,app,TR-546620
95,07/09/2024,1201,deposito,3021.23,COP,FR,10970.45,web,TR-732719
96,08-05-2023,1199,transferencia,5387.63,EUR,FR,7950.55,telefono,TXN-746661
97,10-19-2024,1086,Deposito,4897.9,JPY,CO,23241.48,app,OP-368327
98,23/09/2023,1300,pago,769.59,EUR,CN,19775.47,cajero,TXN-962934
99,2024-10-25,1223,PAGO,824.2,COP,PE,17399.11,sucursal,TR-372450
100,2023-07-02,1061,transferencia,2136.6,EUR,PE,1022.26,web,TXN-736838
101,01-12-2024,1261,RETIRO,694.72,GBP,CN,10966.91,cajero,TR-365262
102,2023-12-28,1251,TRANSF,893.26,USD,PT,17204.58,sucursal,TXN-397026
103,24/06/2023,1023,transferencia,1012.1,COP,MX,22350.77,sucursal,OP-880714
104,2024-11-23,1126,Deposito,1945.3,COP,MX,14223.76,telefono,PAY-300976
105,09/06/2024,1248,Pago,854.46,MXN,CN,13175.21,sucursal,PAY-187077
106,07/08/2024,1175,Deposito,419.22,MXN,DE,13359.15,sucursal,TXN-746300
107,26/02/2023,1037,retiro,6002.1,BRL,PE,16294.1,sucursal,TXN-698090
108,09-12-2023,1120,Transferencia,2227.06,EUR,AR,18769.21,cajero,TXN-699806
109,22/03/2023,1062,deposito,94.88,COP,BR,9012.69,web,TXN-773888
110,05-23-2024,1397,PAGO,841.99,EUR,FR,14112.25,app,TXN-907592
111,16/05/2023,1035,Deposito,122.05,MXN,DE,18479.88,app,REF-719805
112,03/08/2024,1096,deposito,1897.46,BRL,PT,8329.21,sucursal,TR-101926
113,03-07-2023,1311,retiro,126.73,USD,ES,27741.71,sucursal,TXN-395109
114,07-23-2024,1003,wire_transfer,1191.3,JPY,CN,14172.84,sucursal,OP-225897
115,01/08/2024,1141,retiro,172.91,MXN,IT,12952.4,app,TR-834980
116,2023-10-26,1076,wire_transfer,1320.42,GBP,CN,14986.04,web,OP-363185
117,2023-04-03,1348,retiro,3026.21,USD,CO,4830.83,sucursal,REF-153613
118,10-31-2024,1207,TRANSF,1604.78,MXN,PE,15128.84,web,PAY-632883
119,10/06/2024,1374,TRANSF,3436.01,COP,US,16628.74,sucursal,PAY-591336
120,2024-02-24,1119,pago,6347.87,GBP,BR,19380.3,cajero,PAY-683353
121,2024-04-25,1273,DEP,63.34,BRL,MX,296.2,sucursal,PAY-952215
122,04-02-2023,1236,wire_transfer,2394.02,USD,GB,1269.62,web,TR-967522
123,24/07/2023,1176,DEP,12455.31,COP,BR,15745.58,cajero,TR-675366
124,2023-12-12,1074,Deposito,3301.4,GBP,BR,30424.58,telefono,TXN-187283
125,2024-06-09,1312,wire_transfer,188.09,COP,ES,24476.31,telefono,PAY-755643
126,03-09-2023,1225,Deposito,1031.05,MXN,ES,2436.81,sucursal,PAY-551013
127,04-03-2024,1113,transferencia,285.98,MXN,CN,13092.26,web,TXN-806299
128,2023-06-01,1072,Pago,6722.81,GBP,MX,18925.28,cajero,TXN-291263
129,06-07-2024,1195,PAGO,536.95,GBP,MX,30635.93,sucursal,PAY-701186
130,2023-10-10,1096,pago,2701.99,GBP,CO,10948.18,app,TXN-291092
131,12-13-2023,1283,retiro,377.59,EUR,PT,36.34,web,TXN-862750
132,14/07/2023,1185,retiro,3770.57,MXN,JP,17417.71,cajero,REF-627937
133,27/07/2023,1215,wire_transfer,148.6,COP,MX,8681.9,cajero,TXN-906729
134,10-18-2023,1331,Pago,674.27,COP,CN,12126.35,telefono,OP-672774
135,01-22-2023,1037,deposito,84.09,JPY,CO,12573.34,telefono,OP-514452
136,2023-05-12,1135,retiro,1733.85,EUR,CN,27376.16,telefono,TXN-364055
137,18/05/2023,1372,transferencia,940.61,COP,CL,28014.41,web,REF-669624
138,21/02/2023,1032,pago,4991.06,COP,DE,13820.11,telefono,TXN-903405
139,09-14-2024,1039,TRANSF,1829.41,MXN,BR,14641.15,cajero,OP-501284
140,11-23-2023,1394,Transferencia,1797.94,MXN,ES,8256.32,web,TXN-231497
141,2023-10-21,1335,wire_transfer,2113.59,USD,PT,8698.65,sucursal,REF-232467
142,30/10/2024,1132,retiro,64.83,JPY,GB,7330.95,app,PAY-144845
143,07/06/2024,1332,DEP,1021.21,COP,FR,17536.56,app,PAY-527736
144,11-02-2023,1020,transferencia,3446.48,USD,FR,6292.1,sucursal,PAY-130529
145,30/12/2023,1372,Transferencia,1302.93,BRL,PT,-8.41,sucursal,TR-532997
146,06-26-2024,1184,Pago,1608.79,BRL,CN,31620.0,cajero,TXN-406129
147,2023-08-23,1236,DEP,,COP,JP,13686.11,sucursal,TXN-432301
148,2023-04-20,1006,Retiro,1316.21,COP,CL,28543.28,cajero,OP-486331
149,14/02/2023,1243,Deposito,4566.43,BRL,AR,-333.77,web,OP-549707
150,05-21-2023,1070,Pago,3206.72,GBP,CN,18169.15,telefono,TXN-191766
151,02-24-2024,1340,deposito,1407.2,JPY,PT,8140.66,sucursal,REF-357871
152,07-08-2023,1322,Transferencia,5367.46,GBP,GB,8987.0,app,TXN-768292
153,04-08-2023,1049,DEP,231.88,EUR,PE,6528.47,cajero,TR-777645
154,2024-09-01,1394,Pago,5277.82,COP,ES,11100.22,cajero,TR-982994
155,05-16-2024,1008,Transferencia,,COP,PE,20561.14,app,TR-514296
156,2023-04-19,1188,Pago,3004.06,EUR,MX,18718.97,cajero,TR-451723
157,23/08/2024,1157,deposito,4812.87,MXN,CL,4756.7,app,TR-612066
158,12-01-2024,1295,Pago,387.42,GBP,CL,9269.8,app,TR-622161
159,12-30-2024,1357,transferencia,1894.66,GBP,DE,10490.16,web,TR-417283
160,08-10-2024,1298,transferencia,700.17,COP,ES,9338.9,app,TXN-913881
161,2024-02-26,1295,RETIRO,6925.04,JPY,US,8658.98,telefono,OP-366291
162,20/09/2024,1369,RETIRO,798.58,MXN,GB,17353.95,sucursal,PAY-838682
163,03-03-2023,1099,deposito,1513.63,COP,IT,6724.71,cajero,TXN-466171
164,01-01-2023,1101,PAGO,,EUR,CN,15068.4,web,REF-897588
165,22/12/2024,1306,Deposito,6967.39,BRL,DE,17271.2,sucursal,TXN-614523
166,07/05/2024,1182,RETIRO,629.91,USD,ES,1374.83,cajero,PAY-422913
167,29/09/2023,1124,retiro,1212.23,EUR,CL,34867.39,cajero,OP-557313
168,25/08/2023,1330,Transferencia,79.56,JPY,GB,14594.59,telefono,TR-656979
169,08/10/2023,1379,Retiro,441.63,EUR,BR,14127.4,app,PAY-663984
170,10-10-2024,1215,Retiro,1902.31,BRL,US,29849.73,app,REF-874221
171,02-01-2023,1155,retiro,1165.66,EUR,AR,31542.1,telefono,TXN-429220
172,23/06/2024,1331,PAGO,1065.73,EUR,CO,16360.97,app,REF-422117
173,2024-01-15,1264,DEP,7756.55,JPY,MX,12846.88,app,TR-795756
174,07-07-2023,1238,Pago,2934.44,USD,US,24512.27,telefono,PAY-136674
175,05-17-2023,1149,RETIRO,4406.71,USD,JP,33607.29,app,REF-248019
176,2024-06-27,1049,PAGO,473.65,GBP,PE,13414.34,telefono,PAY-689030
177,2023-05-16,1062,pago,3764.85,BRL,GB,22210.87,sucursal,REF-662577
178,2023-10-12,1308,retiro,1084.25,GBP,DE,19373.31,cajero,PAY-886174
179,09/12/2024,1353,PAGO,15872.23,MXN,DE,24547.21,app,TR-707851
180,2023-12-17,1180,Transferencia,4817.13,USD,JP,12619.27,web,PAY-642291
181,01-04-2023,1207,Transferencia,232.84,MXN,PE,-3266.75,web,PAY-977342
182,05-09-2024,1069,retiro,4846.38,COP,FR,3271.35,web,TR-531300
183,2023-11-11,1356,RETIRO,6437.54,MXN,MX,7678.6,app,PAY-238578
184,01/04/2024,1026,retiro,2592.92,MXN,PE,30666.61,telefono,REF-244347
185,23/09/2023,1050,retiro,993.75,JPY,JP,5944.6,telefono,TR-718297
186,12/08/2024,1335,Pago,,COP,IT,31842.2,app,TR-559073
187,28/07/2024,1382,Transferencia,2682.85,EUR,IT,11576.65,sucursal,OP-543432
188,24/05/2024,1248,pago,3900.97,GBP,MX,15500.27,app,REF-953404
189,23/08/2024,1358,Transferencia,2558.05,COP,AR,20641.44,app,TR-880368
190,11-11-2023,1064,PAGO,,GBP,IT,14863.55,cajero,PAY-179997
191,2024-06-28,1231,Deposito,2539.06,COP,CL,5582.26,cajero,PAY-372725
192,2024-06-23,1379,Transferencia,,EUR,CO,16273.52,telefono,REF-487753
193,26/07/2023,1275,Transferencia,6292.46,GBP,GB,-556.72,sucursal,OP-559626
194,2023-07-25,1219,Pago,225.81,USD,GB,21736.41,telefono,PAY-453969
195,2023-04-30,1008,Retiro,1861.43,MXN,PE,26072.85,telefono,TXN-698285
196,14/06/2024,1337,PAGO,2414.79,GBP,BR,13982.27,sucursal,TR-234532
197,05-23-2023,1222,RETIRO,,BRL,FR,20530.46,app,PAY-632690
198,01-04-2023,1190,retiro,1559.76,MXN,PE,12587.83,app,TR-309920
199,23/10/2024,1114,Transferencia,,MXN,MX,19577.11,sucursal,REF-657102
200,07/04/2024,1012,retiro,1825.85,EUR,PE,10294.26,cajero,TXN-644032
201,2023-04-06,1134,Pago,901.94,JPY,CN,10555.46,sucursal,TXN-134191
202,04/10/2024,1354,Pago,147.24,GBP,IT,12051.49,sucursal,OP-874508
203,11-03-2024,1083,wire_transfer,140.89,USD,JP,16159.75,telefono,PAY-621539
204,03-20-2023,1064,DEP,3002.04,COP,CN,10160.21,sucursal,PAY-998332
205,15/01/2024,1061,deposito,125.42,MXN,BR,31825.12,sucursal,PAY-667245
206,02/02/2023,1050,Retiro,96.6,EUR,CN,33090.92,app,TXN-828333
207,04-26-2024,1008,wire_transfer,3561.89,MXN,MX,13368.18,app,TXN-896663
208,2023-03-22,1289,retiro,,EUR,CN,19597.72,app,OP-888714
209,17/01/2024,1215,deposito,932.71,EUR,JP,14963.65,web,REF-923842
210,12-18-2023,1175,Retiro,18.63,COP,DE,12644.68,app,REF-164321
211,04/12/2023,1222,pago,2049.5,MXN,PT,19127.95,web,TR-827258
212,04-04-2023,1318,Pago,473.17,COP,PT,10813.03,web,REF-477143
213,01-23-2024,1165,deposito,2332.82,COP,AR,14207.25,sucursal,TXN-902744
214,09-27-2023,1319,wire_transfer,8756.08,EUR,CN,20725.62,web,OP-906929
215,13/07/2024,1303,PAGO,1960.6,MXN,JP,17369.58,telefono,TXN-458757
216,02-24-2024,1102,Retiro,273.79,USD,CN,3338.82,cajero,REF-363167
217,09-28-2024,1160,TRANSF,727.17,USD,JP,12593.35,web,REF-407201
218,2023-08-02,1391,PAGO,6033.1,JPY,CO,6346.22,sucursal,TR-887584
219,07/07/2023,1159,DEP,2163.41,COP,IT,33496.53,web,TXN-742960
220,2023-09-01,1165,deposito,27.34,COP,PT,-443.42,web,TR-315005
221,02/05/2023,1141,Retiro,6203.55,MXN,ES,2668.98,sucursal,OP-452209
222,15/09/2024,1371,DEP,5708.1,EUR,GB,18344.9,sucursal,PAY-643033
223,16/07/2024,1318,pago,424.63,BRL,PE,21630.36,cajero,OP-711889
224,2023-08-15,1398,wire_transfer,4975.78,GBP,CN,6920.92,sucursal,TXN-872751
225,19/07/2024,1296,transferencia,3343.58,EUR,AR,-530.53,telefono,REF-133510
226,03-06-2023,1210,Retiro,786.68,JPY,CL,16842.94,app,PAY-237797
227,09-08-2023,1090,retiro,68.3,BRL,AR,-652.8,app,TXN-293624
228,04-07-2024,1211,deposito,2346.08,EUR,PT,16183.81,sucursal,REF-316011
229,19/03/2023,1251,Retiro,1378.94,USD,CL,11775.71,app,TR-529645
230,12-15-2023,1088,DEP,1409.92,BRL,CN,7153.14,telefono,TR-392646
231,2024-12-05,1350,wire_transfer,43.1,MXN,PE,13968.86,cajero,REF-258319
232,29/02/2023,1092,pago,3929.26,USD,CO,22399.87,web,OP-978834
233,01-04-2024,1178,PAGO,701.56,JPY,PE,7109.64,app,TXN-579014
234,09-12-2024,1120,RETIRO,466.92,EUR,CL,23662.74,sucursal,OP-998961
235,2023-10-03,1100,transferencia,2377.02,EUR,PE,8822.27,telefono,PAY-865941
236,31/09/2024,1012,deposito,4824.19,MXN,ES,12824.59,telefono,TXN-862146
237,2023-03-21,1311,Pago,8009.72,MXN,AR,17456.03,cajero,TXN-839341
238,2023-03-19,1321,PAGO,3697.33,JPY,ES,14248.89,sucursal,PAY-576231
239,08/05/2023,1309,Retiro,1009.79,GBP,DE,17972.74,cajero,TR-128568
240,08-15-2023,1099,wire_transfer,,EUR,FR,9901.85,cajero,REF-214457
241,13/12/2024,1158,Deposito,1365.56,COP,CN,14804.51,app,PAY-980900
242,11-21-2023,1153,Deposito,6101.24,JPY,IT,27581.89,telefono,TR-705760
243,10-31-2024,1078,retiro,1276.32,EUR,CN,16217.75,web,TR-248924
244,01-06-2023,1293,PAGO,7392.78,COP,PE,15215.41,sucursal,PAY-348262
245,2023-05-29,1163,PAGO,7049.24,BRL,GB,4884.39,telefono,OP-911141
246,20/01/2023,1238,Deposito,5405.42,USD,CN,10493.35,sucursal,TXN-309274
247,15/04/2024,1250,RETIRO,4372.35,JPY,MX,9394.89,sucursal,PAY-492199
248,02-03-2024,1097,PAGO,2494.85,GBP,AR,7727.48,app,TXN-862752
249,2024-11-06,1080,transferencia,6837.98,JPY,PE,65.63,telefono,OP-284608
250,03-05-2024,1155,pago,14.65,COP,FR,14995.76,app,TXN-818951
251,04-20-2024,1276,Pago,1070.46,JPY,IT,8011.25,cajero,PAY-811385
252,10/01/2024,1244,pago,10727.47,JPY,PT,20378.73,app,TXN-880025
253,06/02/2024,1185,deposito,1892.28,COP,GB,26587.22,sucursal,TR-788948
254,09/06/2024,1056,TRANSF,1490.71,GBP,DE,5820.5,cajero,OP-127865
255,24/03/2023,1273,RETIRO,1480.48,BRL,IT,19213.65,cajero,REF-993554
256,2024-12-08,1246,TRANSF,10961.08,JPY,JP,23178.6,sucursal,PAY-568267
257,22/01/2023,1060,wire_transfer,17322.09,JPY,PE,-843.74,app,TR-262913
258,2023-12-24,1048,TRANSF,2979.47,EUR,FR,24064.25,cajero,TR-641856
259,2024-12-24,1241,Retiro,3420.63,JPY,US,19691.71,web,TR-131456
260,30/01/2023,1284,Transferencia,1898.6,MXN,DE,7032.86,cajero,TR-556614
261,2023-06-28,1161,deposito,662.83,USD,AR,15052.69,app,PAY-816488
262,09/10/2024,1121,Pago,2467.49,USD,FR,16151.9,web,OP-710684
263,2023-09-28,1282,TRANSF,4472.25,GBP,JP,9630.95,cajero,TXN-277900
264,11/10/2024,1312,Transferencia,,MXN,BR,8740.23,app,TR-338810
265,07/06/2024,1110,retiro,3434.97,MXN,GB,15904.58,web,TR-748502
266,04-22-2023,1331,wire_transfer,576.68,COP,FR,22253.76,telefono,PAY-454078
267,2024-05-02,1134,Deposito,1184.56,MXN,CN,-723.99,app,PAY-957241
268,02-19-2024,1154,Retiro,485.88,GBP,FR,17639.92,web,PAY-917240
269,2023-09-02,1394,DEP,1988.28,EUR,DE,4503.12,sucursal,TXN-912659
270,06/08/2024,1354,Retiro,724.39,BRL,AR,26981.95,web,TR-377382
271,2024-05-20,1208,retiro,6401.33,USD,MX,27160.98,app,PAY-219657
272,2023-10-08,1152,Pago,4342.69,USD,PE,9997.23,cajero,TR-324053
273,08-25-2024,1082,wire_transfer,775.98,USD,ES,15213.21,sucursal,OP-767061
274,07-17-2023,1344,Retiro,38.47,USD,BR,3330.15,telefono,REF-163625
275,05/04/2023,1052,Deposito,8251.79,JPY,ES,9931.18,sucursal,PAY-739506
276,09-16-2024,1176,transferencia,1834.77,USD,US,5742.29,telefono,TR-588765
277,08-21-2024,1279,PAGO,882.56,JPY,ES,15414.59,cajero,OP-589961
278,2023-11-16,1004,Retiro,1347.36,GBP,DE,18555.18,app,TXN-201127
279,07-21-2024,1109,retiro,6774.2,JPY,US,20287.77,web,OP-848806
280,03-23-2023,1383,Deposito,5275.19,USD,MX,9331.5,cajero,PAY-352557
281,09-14-2023,1198,Transferencia,638.5,BRL,MX,10244.33,cajero,OP-972484
282,2024-12-18,1188,deposito,267.36,EUR,CN,21272.68,web,TR-997148
283,2023-08-19,1287,transferencia,1510.57,EUR,ES,19399.14,sucursal,PAY-494395
284,09-13-2024,1098,Transferencia,871.01,EUR,FR,8886.75,sucursal,TR-427608
285,03-29-2024,1198,retiro,741.62,JPY,DE,8937.76,cajero,REF-786302
286,15/02/2024,1333,wire_transfer,6315.9,GBP,FR,22270.97,sucursal,REF-448869
287,07-10-2024,1353,transferencia,349.91,BRL,DE,13524.21,cajero,OP-889669
288,12-13-2024,1059,Transferencia,4252.81,MXN,JP,24370.43,telefono,TR-160035
289,09-09-2024,1252,deposito,118.86,COP,CO,-3167.13,app,PAY-964495
290,19/08/2024,1039,deposito,1198.8,COP,FR,393.17,telefono,TR-111479
291,2023-01-16,1321,TRANSF,171.68,USD,PE,11385.95,web,TXN-736794
292,25/04/2023,1048,transferencia,1708.03,COP,PE,20948.01,telefono,PAY-698251
293,22/08/2023,1073,Pago,5175.34,BRL,CN,-642.23,cajero,TXN-325095
294,10/10/2024,1198,TRANSF,670.7,BRL,GB,9748.0,app,OP-821290
295,08/12/2023,1003,PAGO,1386.07,JPY,GB,8675.88,sucursal,TXN-791015
296,2023-11-06,1212,PAGO,1984.58,JPY,FR,10753.17,app,PAY-311733
297,19/07/2024,1090,TRANSF,1159.84,BRL,BR,13408.81,sucursal,PAY-836324
298,17/11/2024,1175,deposito,2799.84,MXN,AR,20733.86,app,OP-775776
299,11/03/2023,1044,deposito,266.2,USD,US,32689.62,telefono,PAY-287286
300,12/06/2024,1283,TRANSF,,COP,US,23878.65,app,OP-955510
301,27/12/2024,1151,transferencia,2621.75,USD,GB,4159.01,telefono,OP-581377
302,2024-01-02,1305,retiro,1200.24,USD,PE,19430.87,web,REF-113171
303,24/03/2024,1314,transferencia,10019.21,JPY,ES,25003.76,telefono,PAY-437278
304,11-13-2024,1263,PAGO,1281.87,GBP,PT,11076.9,app,OP-699901
305,2024-08-02,1117,retiro,1031.25,MXN,FR,11803.64,web,OP-144010
306,2024-03-01,1047,pago,957.26,USD,PT,19187.78,cajero,OP-291203
307,2023-05-12,1120,DEP,,COP,FR,12653.64,telefono,PAY-339207
308,02/12/2024,1189,Deposito,,GBP,CN,23456.43,telefono,OP-469492
309,2023-07-09,1184,pago,3243.36,COP,ES,19318.91,cajero,REF-349713
310,05-10-2023,1199,DEP,3811.78,BRL,JP,20276.78,cajero,OP-350686
311,07/01/2023,1160,transferencia,680.18,USD,CN,25554.47,cajero,TR-133568
312,06-06-2023,1162,Transferencia,1063.99,EUR,CL,21531.01,sucursal,OP-103523
313,04-29-2024,1163,RETIRO,2363.89,JPY,AR,3143.68,sucursal,PAY-399812
314,04/10/2024,1223,RETIRO,1369.75,EUR,GB,28731.42,cajero,REF-421994
315,2024-08-02,1020,transferencia,2643.2,USD,CO,17456.42,telefono,OP-646317
316,01-10-2023,1068,retiro,4636.18,USD,AR,16203.81,web,TXN-518081
317,2023-09-22,1256,Retiro,1042.26,GBP,AR,8081.17,app,TXN-846408
318,2024-09-03,1324,wire_transfer,1097.54,JPY,AR,12578.48,telefono,OP-790295
319,04-07-2024,1197,deposito,7736.82,JPY,JP,5560.82,app,REF-281424
320,04-02-2023,1203,Deposito,2530.57,EUR,BR,16263.26,telefono,TXN-109369
321,2023-06-04,1322,Transferencia,1255.68,EUR,IT,20992.99,telefono,TXN-999602
322,11/04/2023,1078,Retiro,976.51,USD,DE,3484.42,web,OP-900084
