id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
5626051218,20140502T000000,1136000,3,2.0,1973,2131,2.5,0,0,4,8,1769,204,1984,0,98001,47.5305,-121.5291,1991,3159
4821944079,20140502T000000,701000,3,2.25,1836,1963,1.0,0,0,4,7,1836,0,1969,0,98051,47.6632,-121.9537,1871,1703
8273111532,20140502T000000,1507000,3,2.0,2097,2292,2.5,0,2,3,8,2097,0,1917,0,98144,47.3676,-122.2362,2604,2627
2299440006,20140502T000000,1394000,4,2.75,2028,6235,1.0,0,4,3,8,2028,0,2003,0,98125,47.3501,-121.8839,1447,5204
3934591847,20140502T000000,827000,3,2.75,2089,4723,1.0,0,0,3,7,1820,269,2013,0,98007,47.6306,-122.0626,2257,2777
6294990007,20140502T000000,1043000,4,3.25,2410,19916,1.0,0,0,3,9,1649,761,1913,0,98072,47.5013,-121.8165,2865,12826
7171269554,20140502T000000,1937000,5,3.5,2476,5617,2.0,0,0,5,7,2476,0,2013,0,98198,47.6864,-122.4214,1840,5232
4227852600,20140502T000000,628000,1,0.5,2105,16635,1.0,0,0,3,6,2105,0,1982,0,98188,47.1692,-121.8683,2348,21866
7360383244,20140502T000000,1656000,3,2.5,2105,1614,1.0,0,0,3,9,1996,109,2013,0,98034,47.4337,-121.6611,2537,884
6509167155,20140502T000000,1492000,4,3.5,1932,2053,2.0,0,0,3,8,1802,130,2008,0,98059,47.6321,-121.5461,2074,1437
2861517173,20140502T000000,728000,1,1.0,1406,1167,2.0,0,0,3,7,1406,0,2011,0,98003,47.3154,-121.7387,1127,1259
5336874800,20140502T000000,1029000,4,3.75,1807,7692,2.0,0,0,5,7,1807,0,1995,0,98199,47.5905,-121.4984,1280,10481
2463707611,20140502T000000,860000,3,2.5,1974,12854,2.0,0,0,3,7,1974,0,1949,0,98023,47.4746,-122.4334,2501,12554
8255368022,20140502T000000,449000,2,2.75,1219,520,1.0,0,0,4,8,869,350,1996,0,98002,47.1813,-121.4949,1148,651
7256684647,20140502T000000,1378000,3,2.25,2408,3496,1.0,0,0,2,9,2408,0,1978,0,98023,47.2726,-121.8807,3059,2455
6447226722,20140502T000000,804000,4,3.75,1952,9938,2.0,0,0,3,6,1952,0,1934,0,98106,47.5321,-121.5306,2329,14768
3276599006,20140502T000000,1040000,4,3.25,2115,2136,2.0,0,0,3,8,2115,0,1986,0,98155,47.6817,-122.0263,1542,1262
6069505734,20140502T000000,487000,3,2.5,1918,7880,1.0,0,0,3,7,1579,339,1984,0,98005,47.3346,-121.494,1580,7164
3123071926,20140502T000000,1399000,4,2.75,3545,34294,1.5,0,0,4,5,3321,224,1973,2006,98075,47.2495,-122.3884,2584,27007
7532116413,20140502T000000,576000,2,2.0,1282,4579,1.0,0,0,3,6,1282,0,1919,0,98028,47.6153,-122.1359,1359,3476
2330939525,20140502T000000,1102000,4,2.75,2490,20707,1.0,0,0,3,9,2490,0,1984,0,98106,47.6014,-122.4568,2103,16140
3178425965,20140502T000000,1823000,5,3.75,2326,14633,2.0,0,0,5,7,2096,230,1996,0,98011,47.4289,-121.7374,2038,15743
1466185625,20140502T000000,1198000,4,4.0,1837,12280,1.0,0,0,4,7,1837,0,1903,0,98053,47.1939,-122.4071,1683,17957
7492507569,20140502T000000,1678000,3,2.0,2635,19442,1.0,0,0,4,7,2153,482,1988,0,98136,47.6798,-121.3333,3093,22929
4907429795,20140502T000000,1486000,2,1.75,1424,2111,2.0,0,0,5,10,1424,0,1991,0,98107,47.3915,-121.7414,1146,3093
6232885121,20140502T000000,1163000,4,3.5,2202,2433,1.5,0,0,4,7,2202,0,2014,0,98092,47.3306,-122.3734,2359,2278
8350371814,20140502T000000,1063000,4,2.75,2366,5194,1.0,0,0,3,9,2155,211,2013,0,98116,47.677,-121.5104,2704,2605
2687683393,20140502T000000,1603000,4,3.5,2475,1168,2.0,0,0,3,8,2173,302,2003,0,98168,47.202,-122.0051,2363,873
1993432318,20140502T000000,1042000,4,3.5,2028,5114,1.5,0,0,5,7,2028,0,1910,0,98028,47.1735,-121.4064,2582,4779
2632837955,20140502T000000,702000,2,1.75,1936,33057,1.5,0,0,4,7,1757,179,1977,0,98039,47.3127,-121.8691,2234,48396
3358633267,20140502T000000,598000,0,0.5,780,12187,1.5,0,0,4,8,670,110,1906,0,98039,47.6008,-122.3934,648,14355
1017758150,20140502T000000,976000,2,2.0,1894,1439,1.0,0,0,3,7,1632,262,1963,0,98011,47.4382,-121.7644,1709,1185
8035253148,20140502T000000,1901000,3,2.25,2405,7967,1.0,0,3,3,8,1996,409,2001,0,98146,47.2428,-121.9334,2748,10533
1247596351,20140502T000000,2191000,6,3.75,3095,2135,1.5,0,0,3,7,2734,361,1991,0,98028,47.2553,-121.8355,3012,2639
1184799140,20140502T000000,1299000,3,2.0,1767,4054,2.0,0,0,3,7,1213,554,1931,0,98075,47.2264,-121.8103,1890,3094
2256654201,20140502T000000,631000,4,3.0,2380,13958,1.0,0,0,4,4,2380,0,1974,0,98166,47.6783,-121.8656,1670,20750
4276062168,20140502T000000,1761000,4,3.75,2633,18562,2.0,0,0,5,8,2633,0,1966,0,98038,47.725,-122.365,2223,20291
2579969274,20140502T000000,1631000,6,4.5,2991,7124,1.0,0,0,4,8,2991,0,1921,0,98178,47.1553,-121.6112,2223,5868
5421341261,20140502T000000,1565000,5,3.5,2411,520,2.5,0,0,2,6,2411,0,1968,0,98107,47.775,-121.8346,2317,651
3371009742,20140503T000000,1084000,2,1.75,1439,23155,1.0,0,0,3,11,1196,243,1989,0,98105,47.337,-122.2377,1526,28835
2976708983,20140503T000000,1157000,3,2.5,2045,15169,1.0,0,0,4,7,1717,328,1938,0,98198,47.3852,-121.5717,2192,19570
2261399705,20140503T000000,881000,3,3.0,1659,4499,1.0,0,0,3,8,1659,0,1952,0,98045,47.6246,-121.3158,1969,5851
7697947271,20140503T000000,1143000,3,2.25,1976,6992,2.5,0,0,5,8,1976,0,1992,0,98119,47.6356,-122.1941,1605,10077
8206634924,20140503T000000,1448000,6,3.75,3282,14482,1.0,0,0,3,6,3008,274,1983,0,98059,47.5277,-121.922,2578,12795
7349933059,20140503T000000,399000,1,1.25,1000,16624,2.0,0,0,3,6,1000,0,2013,0,98039,47.5669,-122.5102,1011,22532
7533330008,20140503T000000,799000,4,3.75,1921,1628,1.0,0,0,3,7,1608,313,1983,0,98188,47.3057,-121.4797,2299,1061
6622966881,20140503T000000,822000,3,3.0,2231,4933,1.0,0,0,3,9,2231,0,1982,0,98028,47.5168,-122.0326,2307,4106
7618948515,20140503T000000,998000,2,2.0,2327,20278,2.0,0,0,4,8,1572,755,1969,0,98105,47.2907,-122.1895,1984,24772
7715099710,20140503T000000,600000,2,1.75,1419,520,1.0,0,0,3,8,1419,0,1905,1983,98029,47.3002,-121.9344,1131,651
2512008139,20140503T000000,548000,1,1.25,1472,11332,2.0,0,0,3,7,986,486,1980,0,98011,47.1631,-122.0666,1417,15566
9044984954,20140503T000000,943000,3,2.5,1703,11554,1.0,0,0,4,9,852,851,1999,0,98072,47.609,-121.962,1328,7477
9612926805,20140503T000000,326000,2,2.25,1344,704,2.0,0,0,3,4,1254,90,1957,0,98006,47.1982,-121.6175,1716,978
4914081592,20140503T000000,907000,3,2.25,2104,1620,1.0,0,0,4,10,2104,0,1984,0,98188,47.698,-122.4151,2051,2330
1118332292,20140503T000000,2836000,6,4.75,3544,3437,1.0,0,2,3,7,3265,279,2000,0,98178,47.2205,-121.8526,3689,2901
8805394032,20140503T000000,1553000,6,4.25,3471,6774,1.0,0,0,3,7,3471,0,2015,2010,98029,47.4238,-122.4867,3031,9971
2038641724,20140503T000000,1164000,4,3.25,2226,9488,1.0,0,2,3,7,2226,0,1972,0,98122,47.6504,-121.4073,2333,13614
5535841986,20140503T000000,2352000,4,3.5,2192,23032,3.5,0,0,3,8,2014,178,2015,0,98119,47.6398,-122.2856,2355,14695
5585138849,20140503T000000,1335000,2,2.25,2752,2175,1.0,0,1,4,7,2341,411,1962,0,98119,47.5866,-122.0645,2670,2059
7330231420,20140503T000000,772000,3,2.75,2048,2109,1.0,0,0,4,7,2048,0,1952,0,98042,47.3177,-121.5289,2022,1700
7482949327,20140503T000000,2399000,5,3.5,2564,1557,1.5,0,0,4,8,2564,0,1996,0,98053,47.7155,-121.9215,2879,1100
2638582019,20140503T000000,2749000,4,2.75,2270,6538,2.5,0,4,5,8,1565,705,1946,0,98075,47.5919,-122.1925,1862,8161
4467689731,20140503T000000,1076000,4,4.0,1986,2151,1.0,0,0,3,8,1368,618,1922,0,98136,47.2555,-121.7227,2318,1965
9558210353,20140503T000000,2124000,4,3.5,2313,12251,1.5,0,0,3,9,2005,308,1907,0,98022,47.5528,-121.6838,2723,11319
6111757201,20140503T000000,1751000,3,2.75,2883,3269,1.5,0,4,3,8,2883,0,1908,0,98011,47.2991,-121.6443,2142,4011
7452628490,20140503T000000,1171000,4,3.0,2143,17795,1.0,0,3,5,8,1856,287,1957,0,98055,47.3535,-121.7721,2086,24120
2732395765,20140503T000000,1408000,2,2.5,1542,3772,2.0,0,0,3,9,1287,255,2004,0,98032,47.4069,-122.3009,1360,5125
1777798937,20140503T000000,1190000,2,2.25,2373,5281,1.0,0,0,5,7,1930,443,2003,0,98005,47.2741,-121.5307,1940,4708
3050677158,20140503T000000,709000,3,2.25,2018,4633,1.0,0,0,3,6,1704,314,1920,0,98105,47.3215,-121.4717,2581,4356
6031618697,20140503T000000,1280000,3,2.5,2046,3234,1.0,0,0,3,7,2046,0,1989,0,98023,47.2033,-122.0676,1994,3875
1243181033,20140503T000000,2095000,6,3.75,3596,4862,1.0,0,0,5,8,3478,118,1991,0,98033,47.5748,-121.8413,3654,6845
1674461178,20140503T000000,1689000,3,2.5,1544,8386,1.5,0,0,4,9,844,700,1998,0,98002,47.3001,-121.3712,1477,4541
7187514457,20140503T000000,1021000,3,3.25,2074,27809,2.0,0,0,5,7,1037,1037,1921,0,98055,47.5745,-122.2402,2422,18750
1884212316,20140503T000000,982000,4,3.75,2763,3316,1.0,0,0,5,8,2187,576,1956,0,98115,47.6661,-122.2329,3495,4815
9265542631,20140503T000000,1197000,4,3.0,2336,5504,1.0,0,0,5,6,2336,0,1989,0,98133,47.5481,-121.3496,1937,4809
7379730792,20140503T000000,996000,3,2.25,2308,3089,2.0,0,0,3,7,2098,210,1935,0,98107,47.4856,-121.7232,2096,3944
8295275255,20140503T000000,1370000,4,3.25,3203,20647,1.5,0,0,3,8,3203,0,1987,0,98050,47.22,-121.4721,3940,12038
7418098768,20140503T000000,659000,4,3.5,2072,5780,1.0,0,0,2,6,1814,258,1912,0,98028,47.7004,-121.3494,2310,8501
3129189102,20140503T000000,1506000,5,4.0,3339,29992,2.0,0,0,2,7,3339,0,1934,0,98051,47.3541,-121.9604,2944,41230
2592239230,20140503T000000,1681000,4,2.75,2339,18248,1.0,0,0,1,9,2339,0,1909,0,98014,47.2193,-121.9445,1749,25040
4613262463,20140503T000000,2971000,6,4.0,3742,10180,2.0,0,0,3,7,3742,0,2002,0,98008,47.2764,-122.2601,2640,8020
2987217131,20140503T000000,729000,3,2.0,2161,3587,1.0,0,2,4,6,2023,138,1920,0,98027,47.1618,-121.951,1791,2234
7115670532,20140503T000000,1737000,4,3.5,2240,11589,1.0,0,0,3,8,2240,0,1933,0,98070,47.4223,-121.3421,2762,12173
6532828192,20140503T000000,1065000,3,2.75,2720,3686,1.0,0,0,5,7,2553,167,2007,0,98072,47.4358,-121.6523,3426,4097
2681391028,20140503T000000,1337000,4,3.75,2371,1592,1.5,0,0,3,8,1942,429,1987,0,98107,47.6913,-121.7513,2716,1704
8310482605,20140503T000000,766000,3,3.25,2162,11312,2.0,0,0,3,8,2162,0,1989,0,98019,47.7659,-122.1649,2634,11110
5683704281,20140503T000000,898000,4,3.5,1980,14489,1.0,0,0,3,7,1980,0,1945,0,98028,47.721,-121.3248,2149,16101
9839580143,20140503T000000,1548000,5,3.75,3220,3658,2.0,0,0,3,7,3220,0,1919,0,98031,47.4453,-122.4711,2467,5064
3525515555,20140503T000000,1881000,5,4.5,3121,5410,1.0,0,0,3,6,3121,0,1976,0,98117,47.2307,-121.7697,3658,7341
8521234003,20140503T000000,1181000,0,1.25,1493,5732,2.5,0,0,3,8,1265,228,1974,0,98051,47.3578,-121.3492,1684,7569
6600483155,20140503T000000,1525000,4,3.0,2370,11790,2.0,0,4,4,8,2190,180,1982,0,98014,47.4735,-121.5044,2682,14924
9501287955,20140503T000000,1184000,3,2.5,1608,4291,2.5,0,0,5,8,1608,0,1950,0,98133,47.5281,-121.5985,1774,3786
6684424705,20140503T000000,733000,3,3.0,1720,4848,1.0,0,0,3,9,1720,0,1902,0,98122,47.7179,-121.78,2176,6333
6109152105,20140503T000000,929000,2,2.0,1137,6347,1.0,0,1,3,8,1137,0,1943,0,98133,47.6346,-122.1854,1107,3627
6605916323,20140503T000000,481000,3,2.0,1861,10108,1.0,0,0,1,5,1861,0,1962,0,98030,47.2573,-122.2156,1528,11814
6772916761,20140504T000000,1066000,4,3.0,2178,2935,1.0,0,0,5,6,1844,334,1992,0,98106,47.1907,-122.0664,2558,2536
8213527669,20140504T000000,2656000,5,4.5,2400,3600,3.5,0,0,4,7,2400,0,1992,0,98198,47.5008,-121.9561,2526,2603
5526100934,20140504T000000,544000,3,3.0,1611,2403,1.0,0,0,4,7,1611,0,1929,0,98188,47.3827,-121.4418,1640,2966
7884618645,20140504T000000,1064000,2,2.0,1811,9558,2.0,0,0,3,9,1137,674,1988,0,98051,47.5672,-121.7043,1269,9497
3814119198,20140504T000000,880000,5,3.75,2247,3314,1.0,0,0,5,7,1928,319,1957,0,98050,47.6492,-121.9971,1974,4080
3131146844,20140504T000000,1101000,3,2.5,1671,1575,2.0,0,0,4,7,1671,0,1967,0,98006,47.6109,-121.8062,1890,1937
7570549262,20140504T000000,1229000,6,4.0,2717,10874,1.0,0,0,5,7,2538,179,1975,0,98126,47.1628,-121.5312,2067,13605
7980285056,20140504T000000,1373000,4,3.25,2462,5336,2.0,0,0,2,9,1945,517,1943,0,98102,47.3156,-121.6109,2452,3339
2353528962,20140504T000000,1112000,6,4.0,3520,3010,1.5,0,0,3,5,2641,879,1915,0,98032,47.4538,-121.3387,3886,3745
5864567822,20140504T000000,2180000,3,2.75,2059,2439,2.5,0,0,3,7,1454,605,1990,0,98119,47.6131,-121.5138,2108,2541
5815987580,20140504T000000,466000,2,1.75,1390,3826,1.0,0,0,1,5,945,445,2014,0,98001,47.5999,-122.4654,1204,1946
7211445841,20140504T000000,838000,3,2.5,1613,1120,1.0,0,0,4,9,1273,340,1947,0,98178,47.1652,-122.1935,1499,1112
5470778078,20140504T000000,1321000,5,4.25,2783,10151,1.0,0,0,3,7,2783,0,1961,0,98024,47.4205,-122.1379,3447,13096
6755128049,20140504T000000,1373000,3,3.25,1999,6278,2.0,0,0,3,8,1524,475,1991,0,98133,47.5873,-121.5434,2574,5211
3268625459,20140504T000000,1799000,3,3.25,1639,12046,1.0,0,0,4,9,1197,442,1978,0,98003,47.6739,-121.9645,2054,8644
7673636611,20140504T000000,2756000,5,4.0,2345,2459,2.0,0,0,3,10,2200,145,1988,0,98116,47.2853,-121.8384,1941,3414
1503399528,20140504T000000,1335000,2,2.25,1733,37185,1.0,0,0,4,9,1733,0,1968,0,98166,47.3801,-121.6701,1330,50830
7161500766,20140504T000000,1149000,4,3.0,3409,1028,1.0,0,0,3,8,2833,576,1942,0,98004,47.5749,-122.3545,3013,1266
5626636401,20140504T000000,1156000,3,1.75,2396,2946,3.0,0,0,3,7,2323,73,2011,0,98010,47.7522,-122.1081,2050,4227
1780874579,20140504T000000,1015000,1,0.5,785,8437,1.0,0,0,3,9,785,0,1975,0,98144,47.3356,-121.4148,732,10202
7353691872,20140504T000000,1471000,4,4.0,2965,1483,3.0,0,0,4,6,2048,917,1973,0,98118,47.1946,-122.0322,3224,1090
2065881554,20140504T000000,1113000,3,2.75,1729,5980,2.0,0,0,3,11,1293,436,1933,0,98065,47.1558,-122.267,2061,6913
2310453150,20140504T000000,2936000,5,4.5,3236,4353,2.0,0,0,4,9,3072,164,1992,0,98001,47.5942,-122.4676,2745,3978
7794704091,20140504T000000,3525000,7,5.75,3491,26785,1.0,0,0,5,8,3258,233,1991,0,98144,47.6821,-122.1196,3850,19338
3936106090,20140504T000000,723000,3,3.0,1966,1264,1.0,0,0,3,7,1966,0,1987,0,98051,47.1619,-122.3356,2429,1795
9810072763,20140504T000000,1137000,2,2.0,1662,2508,2.0,0,0,3,8,1562,100,1960,1993,98051,47.746,-121.4731,1441,2268
2633442591,20140504T000000,858000,4,3.5,2277,5007,1.0,0,0,3,5,1995,282,1943,0,98072,47.159,-122.3027,2336,2733
7765154552,20140504T000000,924000,2,2.25,2349,27401,1.5,0,0,3,6,2349,0,1959,0,98032,47.5264,-122.2391,2902,28589
2385417951,20140504T000000,1290000,4,3.0,2024,4400,3.5,0,0,3,7,1782,242,1955,0,98155,47.6807,-121.9276,1477,4908
3472465882,20140504T000000,820000,4,2.75,2408,5751,1.0,0,0,3,7,2408,0,1920,0,98010,47.4243,-121.999,2980,5999
7999626887,20140504T000000,1176000,2,1.5,1568,4157,2.0,0,0,4,8,1568,0,1993,0,98033,47.6439,-121.8297,1424,2746
7017301907,20140504T000000,649000,2,2.0,1198,1111,1.0,0,0,3,8,748,450,1938,0,98108,47.3403,-121.451,860,856
4287690644,20140504T000000,915000,3,3.0,2184,7252,1.0,0,0,3,8,1796,388,1969,0,98019,47.3317,-121.9583,2540,6436
9514477342,20140504T000000,838000,3,3.25,2314,22468,1.0,0,0,3,7,2314,0,1959,0,98122,47.4517,-122.0105,2982,18332
7333335950,20140504T000000,519000,3,2.25,1558,1775,1.0,0,0,4,5,1558,0,1951,0,98106,47.5217,-121.8581,1177,1870
3357681408,20140504T000000,1201000,4,3.0,2231,2970,1.5,0,0,3,7,2231,0,1958,0,98103,47.4219,-122.4979,1920,3086
7168034076,20140504T000000,846000,4,3.0,2335,5662,1.0,0,0,3,8,2017,318,1997,0,98074,47.3572,-122.0942,2102,3258
6569418517,20140504T000000,1314000,3,2.25,1775,18581,1.0,0,0,4,9,1775,0,1999,0,98125,47.5719,-121.8862,2051,11240
2690343419,20140504T000000,1062000,2,1.75,1343,9227,2.0,0,0,3,9,1228,115,2002,0,98004,47.5495,-122.506,1354,9345
4599531016,20140504T000000,1313000,4,3.25,2162,1651,2.5,0,0,3,7,1631,531,2006,0,98047,47.6893,-121.5102,1797,1907
3798783508,20140504T000000,1159000,3,2.75,1905,999,2.5,0,0,4,7,1519,386,1982,0,98118,47.2964,-121.7258,1556,1405
4274647426,20140504T000000,1090000,5,3.75,2436,6947,1.0,0,0,3,8,2257,179,1991,2008,98007,47.6827,-122.2278,2592,4791
2516090665,20140504T000000,989000,3,2.75,2081,3844,2.0,0,0,3,8,1702,379,2011,1997,98040,47.6116,-122.4322,1730,4220
9479261772,20140504T000000,2594000,7,4.75,3957,10755,2.0,0,0,5,9,3957,0,1982,0,98024,47.6358,-121.9376,3329,7654
9889443778,20140504T000000,1524000,4,3.0,2504,6201,2.0,0,0,4,10,2047,457,1960,1994,98148,47.1737,-122.1926,2999,8818
5922621107,20140504T000000,694000,1,1.5,1143,29009,1.0,0,0,4,7,1143,0,2011,0,98027,47.5906,-122.1908,1021,25130
7611891577,20140504T000000,2001000,3,2.0,2501,1543,2.0,0,0,3,8,2350,151,1978,0,98027,47.4238,-121.7295,2004,1553
5640423432,20140504T000000,1178000,4,3.0,2056,2379,3.0,0,0,4,6,1937,119,1976,0,98199,47.7064,-121.664,1665,1707
3432440722,20140504T000000,648000,2,2.5,1802,2954,1.0,0,0,3,7,1567,235,1952,2013,98028,47.4171,-121.8967,1331,4265
8366971887,20140504T000000,889000,3,2.5,1854,23882,1.0,0,0,3,6,1854,0,1968,0,98166,47.1999,-121.4203,2235,28979
6503646348,20140504T000000,1200000,3,3.25,2654,19096,2.0,0,0,4,8,2300,354,1901,0,98038,47.4101,-122.1743,2685,12703
9593819646,20140504T000000,444000,2,1.75,1532,13780,1.5,0,0,4,6,1413,119,1902,0,98007,47.3138,-121.8783,1511,10619
4819078914,20140504T000000,1787000,5,4.0,2424,6948,1.0,0,0,3,6,2136,288,1987,0,98027,47.2672,-121.7343,2546,7858
4818181837,20140504T000000,687000,3,2.75,1946,1090,1.5,0,0,4,7,973,973,1951,0,98034,47.5911,-121.9707,2291,1442
5700071960,20140504T000000,721000,2,2.0,1619,3369,2.5,0,4,3,9,1619,0,1974,0,98118,47.3713,-121.802,1976,4900
3321592254,20140504T000000,1373000,4,3.5,1974,1600,1.0,0,0,2,7,1974,0,1978,0,98168,47.5261,-121.3934,2551,2061
5190732085,20140505T000000,1164000,4,3.0,1789,2039,2.0,0,0,3,7,1789,0,1990,0,98126,47.4063,-121.8032,1674,2577
7536256439,20140505T000000,1398000,3,2.75,1814,1743,1.0,0,0,4,8,1660,154,1955,0,98092,47.1775,-122.351,1648,1576
7783888968,20140505T000000,799000,5,3.5,3023,3649,2.0,0,0,3,6,3023,0,1924,0,98072,47.6681,-122.3284,2602,4953
4595964641,20140505T000000,1365000,3,2.5,1689,2711,3.0,0,0,5,11,1470,219,1975,0,98039,47.2766,-121.7462,1989,2908
2719756911,20140505T000000,845000,4,3.25,1759,10439,1.0,0,0,3,8,1257,502,1908,0,98028,47.6201,-122.3918,1683,5306
2727714200,20140505T000000,732000,2,1.5,1433,1816,1.0,0,0,3,8,1152,281,1969,0,98092,47.5097,-121.4103,1355,2693
7296109182,20140505T000000,1558000,3,2.25,2124,1203,1.0,0,0,2,10,2124,0,1965,0,98103,47.2822,-121.9045,2662,779
3055446621,20140505T000000,1535000,3,3.25,2149,11354,3.5,0,0,4,8,1984,165,1985,0,98108,47.476,-122.1186,1909,16860
2797615076,20140505T000000,1914000,3,3.0,1699,1179,2.0,0,0,4,12,1699,0,2009,0,98075,47.2866,-121.4238,1245,1766
2786262087,20140505T000000,1290000,4,2.75,3978,4433,1.0,0,0,3,8,3978,0,1979,0,98065,47.5412,-121.4508,4953,5097
8386825249,20140505T000000,819000,5,3.75,2191,4539,2.0,0,0,2,7,1945,246,2000,0,98022,47.7311,-121.5913,1942,3873
7487944935,20140505T000000,1050000,4,3.5,1940,14273,2.0,0,2,5,6,1442,498,1968,0,98003,47.6876,-121.8362,1732,18132
2435853674,20140505T000000,2221000,4,3.5,2344,8375,3.0,0,0,3,7,1554,790,2011,0,98022,47.2527,-122.1592,2509,5826
3491305769,20140505T000000,906000,7,5.75,2919,1849,1.0,0,0,3,7,2681,238,1943,0,98011,47.4532,-121.8461,3647,2017
1311060733,20140505T000000,1343000,5,3.25,2788,3594,1.0,0,0,4,9,2337,451,1961,0,98040,47.229,-122.4991,3545,4776
4093903917,20140505T000000,973000,3,2.75,1624,8825,2.0,0,0,3,7,1342,282,2003,0,98027,47.298,-122.3886,1420,7660
3372885284,20140505T000000,1334000,4,3.0,2540,2418,1.5,0,0,3,9,2540,0,1903,0,98092,47.6092,-121.9612,2674,1813
5650245051,20140505T000000,688000,2,2.25,1411,2690,2.0,0,0,2,6,1411,0,1962,0,98117,47.5141,-122.0252,1119,1456
7788652174,20140505T000000,1264000,3,2.5,1831,2199,2.0,0,0,5,8,1831,0,1954,0,98033,47.4834,-122.2038,2265,2610
3701252385,20140505T000000,1769000,5,3.5,2409,11119,2.0,0,0,3,7,2409,0,1961,0,98058,47.6343,-121.6428,2305,15808
7814744277,20140505T000000,999000,4,3.0,1839,8189,1.0,0,0,2,7,1839,0,1960,0,98074,47.6997,-122.0678,1437,12196
4103981209,20140505T000000,3528000,3,2.25,2863,5392,1.0,0,0,5,9,2863,0,2011,0,98047,47.1658,-121.4108,3638,3084
1362445557,20140505T000000,1107000,3,2.75,1999,21250,2.0,0,3,3,8,1999,0,1937,0,98005,47.7084,-121.9908,2508,21355
9506386176,20140505T000000,1175000,3,2.75,1835,6647,2.0,0,0,5,7,969,866,1972,0,98053,47.5691,-121.8112,1604,8664
7467379988,20140505T000000,1134000,3,2.5,1795,5024,1.0,0,0,3,10,1795,0,1900,0,98166,47.1655,-122.2118,2261,7300
1783830810,20140505T000000,1363000,5,3.5,3067,1921,1.0,0,0,4,7,2699,368,1908,0,98116,47.6844,-121.7427,3319,1393
2806200254,20140505T000000,1601000,4,2.75,2499,2280,1.0,0,0,3,7,2499,0,2004,0,98014,47.1877,-122.3842,2030,2104
9026898099,20140505T000000,919000,4,3.0,2269,1758,3.0,0,0,4,7,2269,0,1938,0,98103,47.6311,-121.6354,2622,1378
1585443758,20140505T000000,1157000,3,2.75,1920,1750,1.0,1,0,3,7,1920,0,1938,0,98055,47.3617,-121.8742,1540,2524
7710116082,20140505T000000,1374000,5,3.5,2715,5141,2.0,0,0,3,8,2715,0,2015,0,98050,47.2533,-122.3312,2604,6940
2853218494,20140505T000000,2362000,7,4.75,3144,5920,1.0,0,0,3,9,2670,474,1974,0,98105,47.5445,-122.1353,3393,7383
